	term	discription	
239	근육생검: muscle biopsy	    생체내에서 근육에 대한 질병의 감별진단을 위해서 실시하는 검사법. 방법은 병터가 있는 부위나 혹은 없어도 크게 활동에 지장이 없는 근육부위의 조직을 떼어 현미경적으로 검사한다. 예를 들어 신경조직의 이상으로 인한 근육병터의 경우, 근육생검을 하여 관찰해보면 이른바 “무리진 위축(grouped atrophy)”이 나타나서, 다른 병터에 의한 것과 감별이 가능하다.	
240	근육세포: muscle cell(=muscle fiber)	    근육은 수의근(의식에 의해서 조절이 가능한 근육: 예를 들어 다리, 팔, 얼굴근육 등)과 불수의근(의식과 무관하게 조절하지 않아도 움직이는 근육: 예를 들어 심장근, 소화기관에 분포하는 근육 등)으로 나누어지며, 근육세포의 모양은 다음과 같다(수의근, 불수의근 외에 심장에 있는 심장근은 불수의근에 해당하지만 그 모양은 수의근과 같아 따로 분류한다).    	
241	근육통: myalgia	    근육의 동통. 어깨나 등과 같은 비교적 큰 근육에 많다. 근육 류마티스나 결합조직염 또는 어깨가 쑤시는 것과 비슷한 근육통증으로, 환부를 누르면 경결이 있고 몹시 아프다. 근육 자체에는 병적 변화가 없고 결합조직염의 경우는 그 근육 주위에 있는 근육막이나 힘줄-신경집 등이 결합 조직에 류마티스성 변화가 나타나므로 전형적인 비관절성 류마티스이기도 하다. 과격한 운동이나 몸에 배지 않은 일을 무리하게 했을 경우에 볼 수 있다. 증세로는 전신의 근육이 여기저기 쑤시고 아프다.	
242	근육퇴행위축: muscular dystrophy	    근섬유의 파괴로 인한 점진적인 근위축과 허약을 특징으로 하는 일련의 선천적인 질환군을 통털어 말한다. 대표적인 경우가 뒤쉔(Duchenne)형으로 성염색체 열성유전을 하며, 대개 4 세이내에 발병해 청년기를 넘기는 경우가 드물다. 특징적 소견으로 장딴지근(gastronemius)의 거짓비대(pseudohypertrophy)(실제적으로는 근위축이 일어나지만, 근섬유 대신에 지방세포가 들어차 도리어 마치 근육이 증가한 것처럼 보이는 현상) 소견을 볼 수 있다.	
243	근전도: electromyogram, EMG	    골격근을 몸밖으로 드러내지 않고, 체내에 있는 상태에서 얻는 근육의 전기적 활동을 기록하는 일. 이 근육의 전기적 신호를 전도계로 유도, 증폭하여 기록해서 관찰하는 것을 말하며, 신경이나 근육병의 진단의 보조검사법 중 하나이다. 근전도검사에 잘 쓰이는 용어 신경근 단위(NMU: Neuromuscular unit)가 있는데 이 NMU란 하나의 근육세포의 운동을 위해 필요한 신경과 근육세포를 이르는 말이다. 즉 근육세포 한 개와 그것을 지배하는 신경세포(척수의 앞쪽에 존재하므로 이것을 척수전각세포라고 한다)와 그것에서 나오는 신경섬유를 이르는 말이다. EMG는 NMU의 이상 유무를 검토하는 것이다. 근전도에는 침전극을 근육내에 찔러넣어 각각 NMU의 활동양식을 관찰하는 보통의 근전도, 표면전극을 이용하여 근 전체의 합성단위를 도출하는 표면근전도, 말초신경을 전기적으로 자극해서 그 지배근으로부터의 활동전위를 이용하는 유발근전도(evoked electromyogram), 특수침전극을 이용해서 하나의 근섬유의 활동전위를 끌어내는 단섬유근전도가 있다.	
244	근접치료: interstitial therapy	    주로 종양의 치료를 목적으로 하여 인체 조직내에 방사선 물질을 삽입하여 방사선을 조사하는 치료법이다. Brachytherapy라고도 한다.	
245	근치유방절제술: radical mastectomy	    유방암에 걸렸을 때 유방을 절제하는 수술방법으로, 암에 이환된 유방과 큰가슴(pectoralis major), 작은가슴근(pectoralis minor)과 겨드랑 림프절 등을 모두 절제하는 방법이다. 이 방법을 사용하면, 치료효과에 비해 너무 지나친 환자의 수술후 합병증을 가져오게 되므로 요즘은 중요신경과 작은가슴근을 살리는 변형근치유방절제술(modified radical mastectomy)를 주로 시행한다.	
246	글로불린: globulin	    혈장속에 존재하는 단백질의 하나로 물에 녹지 않지만 전해질이 녹아 있는 용액에는 녹는 성질을 가지는 단백질이다. 이것은 전기이동법으로 분석을 하였을 때에 그 이동도에 따라 alpha-, beta-, gamma-의 세 가지로 나눈다. 알파와 베타 글로불린은 체내에서 주로 화학작용을 매개하는 효소의 역할을 하는 물질이 대부분이다. 그리고 감마 글로불린은 체내에서 면역의 기전에 관계되는 항체를 이루어서 면역글로불린이라고 부른다.	
247	글로빈: globin	    적혈구속에 존재하여 직접 산소와 결합을 하여 산소를 말초로 운반하는 역할을 하는 헤모글로빈이라는 물질을 이루는 단백질 성분.	
248	글루카곤: glucagon	    췌장의 알파세포에서 분비되는 호르몬. 혈액중의 당의 농도를 올리는 역할을 하는 호르몬. 즉 각 세포속에 저장이 되어있는 당을 분해해서 혈액속으로 분비시키고 당이외의 지방이나 단백질 등의 물질도 분해하여 당으로 전환하여 혈액중의 당의 농도를 올린다. 이 호르몬은 혈액중의 당의 농도가 너무 낮을 경우에 분비되어서 혈당을 적정 수준으로 높이는데 기여한다.	
249	글루코코르티코이드: glucocorticoid	    콩팥위에 존재하는 삼각뿔의 형태를 지닌 기관인 부신의 겉부분인 겉질에서 만들어지는 물질로 호르몬의 일종. 지방질, 당질, 단백질의 대사에 관계하는 호르몬. 지방질과 단백질을 분해하여서 당질을 만드는 역할을 하고 또 체내에 저장되어 있는 당질을 혈액속으로 배출하는 역할을 한다. 부신겉질에서 만들어지는 글루코코르티코이드는 대부분 코르티솔(cortisol)이라는 물질이다.	
250	글리코겐, 당원: glycogen	    동물에서 탄수화물의 저장형태로 주로 간에 대부분이 저장되어 있고 근육에 조금 있다. 포도당으로 분해되어 이용된다.	
251	글리코겐합성: glycogenesis	    간에서 저장하기 위해 포도당이 글리코겐으로 바뀌는 것.	
252	긁어냄(술), 소파(술): curettage	    1. 숟가락같은 기구를 이용하여 벽에 붙어있는 물질을 긁어서 제거하는 것. 이때 사용되는 숟가락같은 기구를 큐렛(curet)이라고 한다. 2. 자궁내막 등을 제거하기 위하여 큐렛을 사용하여 긁어내는 것. 3. 치주낭이나 잇몸열구 내에서 큐렛을 사용하여 염증조직이나 치아 표면 변성사기질을 제거하는 술식.	
253	금기: taboo	    1. 사회의 안녕에 대하여 유해하다고 일반적으로 인정되어 있는 부정적인 전통이나 행위. 2. 마음에 꺼려서 하지 않거나 피함. 3. 어떤 약이나 치료법이 특정 환자에게 나쁜 영향이 있는 경우에 그 사용을 금지하는 일. 폴리네시아어 터부(tabu)에서 나온 말로 ‘금지된’의 뜻이다. 1777년 영국 선장 J.쿡이 여행기에 쓴 이후 영어가 되었다.	
254	금기: contraindication	    어떤 처치나 행동이 그 상황에 맞지 않고, 시행해서는 안될 것을 나타내는 말.    반대말: 적용, 적응증(indication).	
255	금단증후근: withdrawal syndrome	    알코올, 마약, 바비투르산계 최면약 등의 약물을 장기간 복용하여 약물이 없이는 견딜 수 없게된 뒤, 그 약물을 중지한 경우에 나타나는, 고통이 수반되는 신체적 증상을 말한다. 연속 복용의 기간에 따라 증상이 무거워진다. 통상적으로 구토, 설사, 혈압상승, 빠른맥, 땀남, 혼수 등의 증상이 나타난다.    	
256	금식: nothing per os	    치료나 종교, 또는 그 밖의 이유로 일정기간 동안 음식을 먹지 않거나 먹지 못하게 함.	
257	급성간염: acute hepatitis	    바이러스에 의해 간에 생기는 급성염증. 급성간염이란 간염바이러스(A형-B형-비A비B형)에 의해서 간에 생기는 급성염증을 병명으로 이르는 말로, 이는 그 감염양식에 수혈 후에 발생하는 수혈후 간염과, 감염경로를 알 수 없는 산발성간염 및 집단으로 발생하는 유행선간염의 세가지 유형으로 나눌 수 있다. 수혈후 간염은 그 95%가 비A비B형간염이며 나머지가 B형 간염이다. 산발성 간염은 A형 간염과 B형 간염이 각각 30%를 이루고 나머지 40%는 비A비B간염이다. 집단으로 발생하는 유행성간염은 거의가 A형간염이지만 때로는 여기에 포함되지 않은 형의 간염일 경우도 있다. 급성간염의 증세는 먼저 몸이 나른해지고 온몸에 권태감이 찾아오며 조그마한 일에도 곧 피로를 느끼게 된다. 그리고 식욕부진-발열-구토증-복통-설사 등, 감기나 급성위장염에 걸렸을 때와 같은 증세 등이 나타난다. 뒤이어 황달증세를 보이는데, 이때는 초기의 증세가 약간 가벼워진 것처럼 느껴지는 것이 보통이다. 그러나 황달증세가 심해지고 초기의 증세들이 다시 진행되면 이때는 전격성간염이 될 위험이 있다. 간염 증세가 심하지 않았을 경우는 황달이 눈에 띄지 않은 경우도 있는데 이때는 진찰을 해도 감기나 급성위창자염으로 자칫 오진되기 쉽다. 또 A형간염은 열이 38~39℃까지 오르고 증세가 갑자기 나타나는 것이 특징이며 급성비A비B형간염은 증세가 비교적 가벼운 것이 특징이다. 급성B형간염의 증세는 A형간염과 급성비A비B형간염의 중간 정도인 것이 보통이다.	
258	급성막창자꼬리염: acute appendicitis	    외과적 처치를 요하는 막창자꼬리(충수)의 급성염증으로서, 보통 하복부의 오른쪽 1/4 부위에서의 통증이 특징이며, 국소압통, 근육긴장 피부감각의 과민 등을 수반한다. 일반딘들이 “맹장염”이라고 하는 것으로 맹장염은 막창자의 염증으로 구별되어야 한다. 발열과 다형백혈구증다는 국소감염의 결과이다. 막창자꼬리의 위치-유착상태-꼬임 등에 의해 증상과 징후는 변동된다.	
259	급성쓸개염: acute cholecystitis	    보통 쓸개 출구의 폐색에 의한 것이며, 염증의 정도는 경도의 부종으로부터 괴저와 천공을 수반하는 감염증까지 있다.	
260	급성충수염: 	  = 급성막창자꼬리염 	
261	기관: organ	    각각의 장기가 모여서 계(system)를 형성한다. 기관은 각기 독립적으로 작용하는 듯이 보이지만, 실상은 서로 다른 기관에 의해 끊임없이 상호 교류하고 있다. 그리고 이런 기관들은 어떤 목적을 위해 서로 같이 작용하는 경우가 많으며, 이런 기관들을 묶어서 계라고 임의적으로 구분한다.	
262	기관내삽관: endotracheal intubation	    의식이 소실된 상태에서 기도유지가 어려운 환자, 허파내 가스교환의 심한 장애로 인해 호흡기능상실에 빠진 환자 또는 어떤 종류의 수술을 위해 전신마취를 받는 환자에서 숨길확보와 호흡조절을 목적으로 기관내에 관을 밀어넣는(삽입하는) 것을 이르는 말이다. 기관내삽관법은 숨길확보와 호흡조절 뿐만 아니라 기관지내 분비물 제거의 용이함 등의 여러 가지 잇점을 제공한다. 특히 전신마취중인 환자는 기관내삽관의 경우 어떤 자세에 놓이더라도 숨길확보에 큰 어려움이 없으며, 마취과 의사는 환자로부터 떨어진 거리에서도 환자의 호흡을 자유로이 조절할 수 있다.	
263	기관절개술: tracheostomy	    기도의 확보나 기도 분비물 제거를 위해 목부위에서 기관을 외과적으로 개구하는 것으로, 기관 점막과 피부는 연속적이 된다. 이 용어는 삽관(관을 꽂는 것)을 위한 기관절개술에도 쓰인다.	
264	기관지: bronchus	    폐에서 공기를 전달하는 부분. 기관에서 분지를 하여 세기관지까지 연결시켜 주는 부위. 내경을 유지해주는 연골이 존재한다.        	
265	기관지 브러시생검: bronchial brush biopsy	    기관지의 병터의 발견이나 변화를 관찰하기 위해서 기관지에 솔같이 생긴 기구를 넣어 문질러서 조직을 채취하는 방법.	
266	기관지경, 기관지보개: bronchoscope	    기관지의 내부를 관찰하는 내시경, 기관과 기관지에 삽입하여 내부 상태를 살피는 기구이며, 원래는 기관 안에 들어간 이물을 제거하기 위해 개발되었다. 근래에는 결핵기관지염-폐암 등 호흡기병의 진단에 사용하고 있다. 지름 7~9mm, 길이 약 40cm 의 금속관 앞 끝에 조명용 소형전구가 부착된 직달경과 각종 프리즘을 조립하여 옆쪽과 비스듬히 앞쪽을 관찰할 수 있는 측시경 및 사시경이 있고, 여기에 이물을 집기 위한 집게, 조직절제을 위한 집게, 가래 흡인용 관 등이 부속되어 있으며 촬영이 가능한 것도 있다. 1966년 기관지용 파이버스코프가 개발됨에 따라 정밀도가 향상되고 기관지내 폐색 등 여러 증상의 치료가 쉬워졌다.	
